EVA,0.159,female_first,EVA,EVA,EVA
DEBBIE,0.157,female_first,DEBBIE,DEBBIE,DEBBIE
APRIL,0.154,female_first,APRIL,APRIL,APRIL
LESLIE,0.154,female_first,LESLIE,LESLIE,LESLIE
CLARA,0.153,female_first,CLARA,CLARA,CLARA
LUCILLE,0.153,female_first,LUCILLE,LUCILLE,LUCILLE
JAMIE,0.153,female_first,JAMIE,JAMIE,JAMIE
JOANNE,0.15,female_first,JOANNE,JOANNE,JOANNE
ELEANOR,0.15,female_first,ELEANOR,ELEANOR,ELEANOR
VALERIE,0.149,female_first,VALERIE,VALERIE,VALERIE
DANIELLE,0.149,female_first,DANIELLE,DANIELLE,DANIELLE
MEGAN,0.147,female_first,MEGAN,MEGAN,MEGAN
ALICIA,0.146,female_first,ALICIA,ALICIA,ALICIA
SUZANNE,0.145,female_first,SUZANNE,SUZANNE,SUZANNE
MICHELE,0.145,female_first,MICHELE,MICHELE,MICHELE
GAIL,0.145,female_first,GAIL,GAIL,GAIL
BERTHA,0.143,female_first,BERTHA,BERTHA,BERTHA
DARLENE,0.142,female_first,DARLENE,DARLENE,DARLENE
VERONICA,0.142,female_first,VERONICA,VERONICA,VERONICA
JILL,0.142,female_first,JILL,JILL,JILL
ERIN,0.141,female_first,ERIN,ERIN,ERIN
GERALDINE,0.141,female_first,GERALDINE,GERALDINE,GERALDINE
LAUREN,0.137,female_first,LAUREN,LAUREN,LAUREN
CATHY,0.137,female_first,CATHY,CATHY,CATHY
JOANN,0.136,female_first,JOANN,JOANN,JOANN
LORRAINE,0.135,female_first,LORRAINE,LORRAINE,LORRAINE
LYNN,0.135,female_first,LYNN,LYNN,LYNN
SALLY,0.135,female_first,SALLY,SALLY,SALLY
REGINA,0.133,female_first,REGINA,REGINA,REGINA
ERICA,0.13,female_first,ERICA,ERICA,ERICA
BEATRICE,0.13,female_first,BEATRICE,BEATRICE,BEATRICE
DOLORES,0.129,female_first,DOLORES,DOLORES,DOLORES
BERNICE,0.128,female_first,BERNICE,BERNICE,BERNICE
AUDREY,0.127,female_first,AUDREY,AUDREY,AUDREY
YVONNE,0.126,female_first,YVONNE,YVONNE,YVONNE
ANNETTE,0.125,female_first,ANNETTE,ANNETTE,ANNETTE
JUNE,0.125,female_first,JUNE,JUNE,JUNE
SAMANTHA,0.124,female_first,SAMANTHA,SAMANTHA,SAMANTHA
MARION,0.122,female_first,MARION,MARION,MARION
DANA,0.122,female_first,DANA,DANA,DANA
STACY,0.121,female_first,STACY,STACY,STACY
ANA,0.12,female_first,ANA,ANA,ANA
RENEE,0.12,female_first,RENEE,RENEE,RENEE
IDA,0.118,female_first,IDA,IDA,IDA
VIVIAN,0.118,female_first,VIVIAN,VIVIAN,VIVIAN
ROBERTA,0.117,female_first,ROBERTA,ROBERTA,ROBERTA
HOLLY,0.117,female_first,HOLLY,HOLLY,HOLLY
BRITTANY,0.117,female_first,BRITTANY,BRITTANY,BRITTANY
MELANIE,0.116,female_first,MELANIE,MELANIE,MELANIE
LORETTA,0.115,female_first,LORETTA,LORETTA,LORETTA
YOLANDA,0.115,female_first,YOLANDA,YOLANDA,YOLANDA
JEANETTE,0.115,female_first,JEANETTE,JEANETTE,JEANETTE
LAURIE,0.114,female_first,LAURIE,LAURIE,LAURIE
KATIE,0.113,female_first,KATIE,KATIE,KATIE
KRISTEN,0.111,female_first,KRISTEN,KRISTEN,KRISTEN
VANESSA,0.111,female_first,VANESSA,VANESSA,VANESSA
ALMA,0.111,female_first,ALMA,ALMA,ALMA
SUE,0.111,female_first,SUE,SUE,SUE
ELSIE,0.11,female_first,ELSIE,ELSIE,ELSIE
BETH,0.11,female_first,BETH,BETH,BETH
JEANNE,0.109,female_first,JEANNE,JEANNE,JEANNE
VICKI,0.109,female_first,VICKI,VICKI,VICKI
CARLA,0.107,female_first,CARLA,CARLA,CARLA
TARA,0.107,female_first,TARA,TARA,TARA
ROSEMARY,0.107,female_first,ROSEMARY,ROSEMARY,ROSEMARY
EILEEN,0.105,female_first,EILEEN,EILEEN,EILEEN
TERRI,0.105,female_first,TERRI,TERRI,TERRI
GERTRUDE,0.103,female_first,GERTRUDE,GERTRUDE,GERTRUDE
LUCY,0.103,female_first,LUCY,LUCY,LUCY
TONYA,0.102,female_first,TONYA,TONYA,TONYA
ELLA,0.101,female_first,ELLA,ELLA,ELLA
STACEY,0.101,female_first,STACEY,STACEY,STACEY
WILMA,0.099,female_first,WILMA,WILMA,WILMA
GINA,0.099,female_first,GINA,GINA,GINA
KRISTIN,0.099,female_first,KRISTIN,KRISTIN,KRISTIN
JESSIE,0.098,female_first,JESSIE,JESSIE,JESSIE
NATALIE,0.098,female_first,NATALIE,NATALIE,NATALIE
AGNES,0.098,female_first,AGNES,AGNES,AGNES
VERA,0.098,female_first,VERA,VERA,VERA
WILLIE,0.097,female_first,WILLIE,WILLIE,WILLIE
CHARLENE,0.097,female_first,CHARLENE,CHARLENE,CHARLENE
BESSIE,0.096,female_first,BESSIE,BESSIE,BESSIE
DELORES,0.095,female_first,DELORES,DELORES,DELORES
MELINDA,0.094,female_first,MELINDA,MELINDA,MELINDA
PEARL,0.094,female_first,PEARL,PEARL,PEARL
ARLENE,0.094,female_first,ARLENE,ARLENE,ARLENE
MAUREEN,0.092,female_first,MAUREEN,MAUREEN,MAUREEN
COLLEEN,0.092,female_first,COLLEEN,COLLEEN,COLLEEN
ALLISON,0.092,female_first,ALLISON,ALLISON,ALLISON
TAMARA,0.092,female_first,TAMARA,TAMARA,TAMARA
JOY,0.091,female_first,JOY,JOY,JOY
GEORGIA,0.091,female_first,GEORGIA,GEORGIA,GEORGIA
CONSTANCE,0.091,female_first,CONSTANCE,CONSTANCE,CONSTANCE
LILLIE,0.09,female_first,LILLIE,LILLIE,LILLIE
CLAUDIA,0.09,female_first,CLAUDIA,CLAUDIA,CLAUDIA
JACKIE,0.09,female_first,JACKIE,JACKIE,JACKIE
MARCIA,0.09,female_first,MARCIA,MARCIA,MARCIA
TANYA,0.089,female_first,TANYA,TANYA,TANYA
NELLIE,0.089,female_first,NELLIE,NELLIE,NELLIE
MINNIE,0.089,female_first,MINNIE,MINNIE,MINNIE
MARLENE,0.088,female_first,MARLENE,MARLENE,MARLENE
HEIDI,0.088,female_first,HEIDI,HEIDI,HEIDI
GLENDA,0.088,female_first,GLENDA,GLENDA,GLENDA
LYDIA,0.086,female_first,LYDIA,LYDIA,LYDIA
VIOLA,0.086,female_first,VIOLA,VIOLA,VIOLA
COURTNEY,0.086,female_first,COURTNEY,COURTNEY,COURTNEY
MARIAN,0.086,female_first,MARIAN,MARIAN,MARIAN
STELLA,0.085,female_first,STELLA,STELLA,STELLA
CAROLINE,0.085,female_first,CAROLINE,CAROLINE,CAROLINE
DORA,0.084,female_first,DORA,DORA,DORA
JO,0.083,female_first,JO,JO,JO
VICKIE,0.082,female_first,VICKIE,VICKIE,VICKIE
MATTIE,0.081,female_first,MATTIE,MATTIE,MATTIE
TERRY,0.08,female_first,TERRY,TERRY,TERRY
MAXINE,0.079,female_first,MAXINE,MAXINE,MAXINE
IRMA,0.079,female_first,IRMA,IRMA,IRMA
MABEL,0.078,female_first,MABEL,MABEL,MABEL
MARSHA,0.078,female_first,MARSHA,MARSHA,MARSHA
MYRTLE,0.078,female_first,MYRTLE,MYRTLE,MYRTLE
LENA,0.077,female_first,LENA,LENA,LENA
CHRISTY,0.077,female_first,CHRISTY,CHRISTY,CHRISTY
DEANNA,0.076,female_first,DEANNA,DEANNA,DEANNA
PATSY,0.076,female_first,PATSY,PATSY,PATSY
HILDA,0.075,female_first,HILDA,HILDA,HILDA
GWENDOLYN,0.074,female_first,GWENDOLYN,GWENDOLYN,GWENDOLYN
JENNIE,0.073,female_first,JENNIE,JENNIE,JENNIE
NORA,0.073,female_first,NORA,NORA,NORA
MARGIE,0.072,female_first,MARGIE,MARGIE,MARGIE
NINA,0.072,female_first,NINA,NINA,NINA
CASSANDRA,0.072,female_first,CASSANDRA,CASSANDRA,CASSANDRA
LEAH,0.072,female_first,LEAH,LEAH,LEAH
PENNY,0.071,female_first,PENNY,PENNY,PENNY
KAY,0.071,female_first,KAY,KAY,KAY
PRISCILLA,0.071,female_first,PRISCILLA,PRISCILLA,PRISCILLA
NAOMI,0.071,female_first,NAOMI,NAOMI,NAOMI
CAROLE,0.071,female_first,CAROLE,CAROLE,CAROLE
BRANDY,0.07,female_first,BRANDY,BRANDY,BRANDY
OLGA,0.07,female_first,OLGA,OLGA,OLGA
BILLIE,0.069,female_first,BILLIE,BILLIE,BILLIE
DIANNE,0.069,female_first,DIANNE,DIANNE,DIANNE
TRACEY,0.069,female_first,TRACEY,TRACEY,TRACEY
LEONA,0.069,female_first,LEONA,LEONA,LEONA
JENNY,0.068,female_first,JENNY,JENNY,JENNY
FELICIA,0.068,female_first,FELICIA,FELICIA,FELICIA
SONIA,0.068,female_first,SONIA,SONIA,SONIA
MIRIAM,0.066,female_first,MIRIAM,MIRIAM,MIRIAM
VELMA,0.066,female_first,VELMA,VELMA,VELMA
BECKY,0.066,female_first,BECKY,BECKY,BECKY
BOBBIE,0.065,female_first,BOBBIE,BOBBIE,BOBBIE
VIOLET,0.065,female_first,VIOLET,VIOLET,VIOLET
KRISTINA,0.065,female_first,KRISTINA,KRISTINA,KRISTINA
TONI,0.064,female_first,TONI,TONI,TONI
MISTY,0.063,female_first,MISTY,MISTY,MISTY
MAE,0.063,female_first,MAE,MAE,MAE
SHELLY,0.062,female_first,SHELLY,SHELLY,SHELLY
DAISY,0.062,female_first,DAISY,DAISY,DAISY
RAMONA,0.062,female_first,RAMONA,RAMONA,RAMONA
SHERRI,0.062,female_first,SHERRI,SHERRI,SHERRI
ERIKA,0.061,female_first,ERIKA,ERIKA,ERIKA
KATRINA,0.061,female_first,KATRINA,KATRINA,KATRINA
CLAIRE,0.061,female_first,CLAIRE,CLAIRE,CLAIRE
LINDSEY,0.06,female_first,LINDSEY,LINDSEY,LINDSEY
LINDSAY,0.06,female_first,LINDSAY,LINDSAY,LINDSAY
GENEVA,0.059,female_first,GENEVA,GENEVA,GENEVA
GUADALUPE,0.059,female_first,GUADALUPE,GUADALUPE,GUADALUPE
BELINDA,0.059,female_first,BELINDA,BELINDA,BELINDA
MARGARITA,0.059,female_first,MARGARITA,MARGARITA,MARGARITA
SHERYL,0.059,female_first,SHERYL,SHERYL,SHERYL
CORA,0.058,female_first,CORA,CORA,CORA
FAYE,0.058,female_first,FAYE,FAYE,FAYE
ADA,0.057,female_first,ADA,ADA,ADA
NATASHA,0.057,female_first,NATASHA,NATASHA,NATASHA
SABRINA,0.057,female_first,SABRINA,SABRINA,SABRINA
ISABEL,0.057,female_first,ISABEL,ISABEL,ISABEL
MARGUERITE,0.056,female_first,MARGUERITE,MARGUERITE,MARGUERITE
HATTIE,0.056,female_first,HATTIE,HATTIE,HATTIE
HARRIET,0.056,female_first,HARRIET,HARRIET,HARRIET
MOLLY,0.055,female_first,MOLLY,MOLLY,MOLLY
CECILIA,0.055,female_first,CECILIA,CECILIA,CECILIA
KRISTI,0.055,female_first,KRISTI,KRISTI,KRISTI
BRANDI,0.055,female_first,BRANDI,BRANDI,BRANDI
BLANCHE,0.055,female_first,BLANCHE,BLANCHE,BLANCHE
SANDY,0.055,female_first,SANDY,SANDY,SANDY
ROSIE,0.055,female_first,ROSIE,ROSIE,ROSIE
JOANNA,0.055,female_first,JOANNA,JOANNA,JOANNA
IRIS,0.055,female_first,IRIS,IRIS,IRIS
EUNICE,0.054,female_first,EUNICE,EUNICE,EUNICE
ANGIE,0.054,female_first,ANGIE,ANGIE,ANGIE
INEZ,0.053,female_first,INEZ,INEZ,INEZ
LYNDA,0.053,female_first,LYNDA,LYNDA,LYNDA
MADELINE,0.052,female_first,MADELINE,MADELINE,MADELINE
AMELIA,0.052,female_first,AMELIA,AMELIA,AMELIA
ALBERTA,0.052,female_first,ALBERTA,ALBERTA,ALBERTA
GENEVIEVE,0.051,female_first,GENEVIEVE,GENEVIEVE,GENEVIEVE
MONIQUE,0.051,female_first,MONIQUE,MONIQUE,MONIQUE
JODI,0.051,female_first,JODI,JODI,JODI
JANIE,0.051,female_first,JANIE,JANIE,JANIE
MAGGIE,0.051,female_first,MAGGIE,MAGGIE,MAGGIE
KAYLA,0.051,female_first,KAYLA,KAYLA,KAYLA
SONYA,0.051,female_first,SONYA,SONYA,SONYA
JAN,0.051,female_first,JAN,JAN,JAN
LEE,0.051,female_first,LEE,LEE,LEE
KRISTINE,0.051,female_first,KRISTINE,KRISTINE,KRISTINE
CANDACE,0.051,female_first,CANDACE,CANDACE,CANDACE
FANNIE,0.05,female_first,FANNIE,FANNIE,FANNIE
MARYANN,0.05,female_first,MARYANN,MARYANN,MARYANN
OPAL,0.05,female_first,OPAL,OPAL,OPAL
ALISON,0.05,female_first,ALISON,ALISON,ALISON
YVETTE,0.05,female_first,YVETTE,YVETTE,YVETTE
MELODY,0.05,female_first,MELODY,MELODY,MELODY
LUZ,0.049,female_first,LUZ,LUZ,LUZ
SUSIE,0.049,female_first,SUSIE,SUSIE,SUSIE
OLIVIA,0.049,female_first,OLIVIA,OLIVIA,OLIVIA
FLORA,0.049,female_first,FLORA,FLORA,FLORA
SHELLEY,0.049,female_first,SHELLEY,SHELLEY,SHELLEY
KRISTY,0.048,female_first,KRISTY,KRISTY,KRISTY
MAMIE,0.048,female_first,MAMIE,MAMIE,MAMIE
LULA,0.048,female_first,LULA,LULA,LULA
LOLA,0.048,female_first,LOLA,LOLA,LOLA
VERNA,0.048,female_first,VERNA,VERNA,VERNA
BEULAH,0.048,female_first,BEULAH,BEULAH,BEULAH
ANTOINETTE,0.048,female_first,ANTOINETTE,ANTOINETTE,ANTOINETTE
CANDICE,0.046,female_first,CANDICE,CANDICE,CANDICE
JUANA,0.046,female_first,JUANA,JUANA,JUANA
JEANNETTE,0.046,female_first,JEANNETTE,JEANNETTE,JEANNETTE
PAM,0.046,female_first,PAM,PAM,PAM
KELLI,0.046,female_first,KELLI,KELLI,KELLI
HANNAH,0.045,female_first,HANNAH,HANNAH,HANNAH
WHITNEY,0.045,female_first,WHITNEY,WHITNEY,WHITNEY
BRIDGET,0.045,female_first,BRIDGET,BRIDGET,BRIDGET
KARLA,0.044,female_first,KARLA,KARLA,KARLA
CELIA,0.044,female_first,CELIA,CELIA,CELIA
LATOYA,0.043,female_first,LATOYA,LATOYA,LATOYA
PATTY,0.043,female_first,PATTY,PATTY,PATTY
SHELIA,0.043,female_first,SHELIA,SHELIA,SHELIA
GAYLE,0.043,female_first,GAYLE,GAYLE,GAYLE
DELLA,0.043,female_first,DELLA,DELLA,DELLA
VICKY,0.043,female_first,VICKY,VICKY,VICKY
LYNNE,0.043,female_first,LYNNE,LYNNE,LYNNE
SHERI,0.042,female_first,SHERI,SHERI,SHERI
MARIANNE,0.042,female_first,MARIANNE,MARIANNE,MARIANNE
KARA,0.041,female_first,KARA,KARA,KARA
JACQUELYN,0.041,female_first,JACQUELYN,JACQUELYN,JACQUELYN
ERMA,0.041,female_first,ERMA,ERMA,ERMA
BLANCA,0.041,female_first,BLANCA,BLANCA,BLANCA
MYRA,0.04,female_first,MYRA,MYRA,MYRA
LETICIA,0.04,female_first,LETICIA,LETICIA,LETICIA
PAT,0.04,female_first,PAT,PAT,PAT
KRISTA,0.04,female_first,KRISTA,KRISTA,KRISTA
ROXANNE,0.04,female_first,ROXANNE,ROXANNE,ROXANNE
ANGELICA,0.039,female_first,ANGELICA,ANGELICA,ANGELICA
JOHNNIE,0.039,female_first,JOHNNIE,JOHNNIE,JOHNNIE
ROBYN,0.039,female_first,ROBYN,ROBYN,ROBYN
FRANCIS,0.039,female_first,FRANCIS,FRANCIS,FRANCIS
ADRIENNE,0.039,female_first,ADRIENNE,ADRIENNE,ADRIENNE
ROSALIE,0.039,female_first,ROSALIE,ROSALIE,ROSALIE
ALEXANDRA,0.039,female_first,ALEXANDRA,ALEXANDRA,ALEXANDRA
BROOKE,0.039,female_first,BROOKE,BROOKE,BROOKE
BETHANY,0.039,female_first,BETHANY,BETHANY,BETHANY
SADIE,0.039,female_first,SADIE,SADIE,SADIE
BERNADETTE,0.039,female_first,BERNADETTE,BERNADETTE,BERNADETTE
TRACI,0.038,female_first,TRACI,TRACI,TRACI
JODY,0.038,female_first,JODY,JODY,JODY
KENDRA,0.038,female_first,KENDRA,KENDRA,KENDRA
JASMINE,0.038,female_first,JASMINE,JASMINE,JASMINE
NICHOLE,0.038,female_first,NICHOLE,NICHOLE,NICHOLE
RACHAEL,0.038,female_first,RACHAEL,RACHAEL,RACHAEL
CHELSEA,0.038,female_first,CHELSEA,CHELSEA,CHELSEA
MABLE,0.038,female_first,MABLE,MABLE,MABLE
ERNESTINE,0.038,female_first,ERNESTINE,ERNESTINE,ERNESTINE
MURIEL,0.038,female_first,MURIEL,MURIEL,MURIEL
MARCELLA,0.037,female_first,MARCELLA,MARCELLA,MARCELLA
ELENA,0.037,female_first,ELENA,ELENA,ELENA
KRYSTAL,0.037,female_first,KRYSTAL,KRYSTAL,KRYSTAL
ANGELINA,0.037,female_first,ANGELINA,ANGELINA,ANGELINA
NADINE,0.036,female_first,NADINE,NADINE,NADINE
KARI,0.036,female_first,KARI,KARI,KARI
ESTELLE,0.036,female_first,ESTELLE,ESTELLE,ESTELLE
DIANNA,0.036,female_first,DIANNA,DIANNA,DIANNA
PAULETTE,0.036,female_first,PAULETTE,PAULETTE,PAULETTE
LORA,0.036,female_first,LORA,LORA,LORA
MONA,0.035,female_first,MONA,MONA,MONA
DOREEN,0.035,female_first,DOREEN,DOREEN,DOREEN
ROSEMARIE,0.035,female_first,ROSEMARIE,ROSEMARIE,ROSEMARIE
ANGEL,0.035,female_first,ANGEL,ANGEL,ANGEL
DESIREE,0.035,female_first,DESIREE,DESIREE,DESIREE
ANTONIA,0.035,female_first,ANTONIA,ANTONIA,ANTONIA
HOPE,0.034,female_first,HOPE,HOPE,HOPE
GINGER,0.034,female_first,GINGER,GINGER,GINGER
JANIS,0.034,female_first,JANIS,JANIS,JANIS
BETSY,0.034,female_first,BETSY,BETSY,BETSY
CHRISTIE,0.034,female_first,CHRISTIE,CHRISTIE,CHRISTIE
FREDA,0.034,female_first,FREDA,FREDA,FREDA
MERCEDES,0.033,female_first,MERCEDES,MERCEDES,MERCEDES
MEREDITH,0.033,female_first,MEREDITH,MEREDITH,MEREDITH
LYNETTE,0.033,female_first,LYNETTE,LYNETTE,LYNETTE
TERI,0.033,female_first,TERI,TERI,TERI
CRISTINA,0.033,female_first,CRISTINA,CRISTINA,CRISTINA
EULA,0.033,female_first,EULA,EULA,EULA
LEIGH,0.032,female_first,LEIGH,LEIGH,LEIGH
MEGHAN,0.032,female_first,MEGHAN,MEGHAN,MEGHAN
SOPHIA,0.032,female_first,SOPHIA,SOPHIA,SOPHIA
ELOISE,0.032,female_first,ELOISE,ELOISE,ELOISE
ROCHELLE,0.032,female_first,ROCHELLE,ROCHELLE,ROCHELLE
GRETCHEN,0.032,female_first,GRETCHEN,GRETCHEN,GRETCHEN
CECELIA,0.032,female_first,CECELIA,CECELIA,CECELIA
